SERIALNO,PWGTP,age,gender,marriage_status,income
756904,194,43,Female,Divorced,0.0
756904,223,30,Male,Never married or under 15 years old,24000.0
757598,100,28,Female,Never married or under 15 years old,21200.0
757599,57,18,Female,Never married or under 15 years old,6000.0
758555,68,63,Male,Married,200000.0
758555,63,59,Female,Married,47300.0
759078,132,61,Female,Divorced,40000.0
759078,218,93,Female,Widowed,0.0
759190,77,18,Female,Never married or under 15 years old,9400.0
759638,24,28,Male,Never married or under 15 years old,6100.0
761088,61,58,Male,Married,100000.0
761088,76,54,Female,Married,0.0
761088,65,17,Female,Never married or under 15 years old,680.0
761267,46,34,Male,Divorced,27000.0
761267,57,13,Male,Never married or under 15 years old,
761267,42,3,Female,Never married or under 15 years old,
762340,66,69,Male,Divorced,0.0
762351,10,57,Female,Never married or under 15 years old,54000.0
762351,9,54,Female,Never married or under 15 years old,29300.0
762351,8,53,Male,Never married or under 15 years old,39000.0
762821,96,55,Male,Divorced,0.0
762821,157,21,Male,Never married or under 15 years old,10000.0
762821,157,20,Male,Never married or under 15 years old,25000.0
763911,43,65,Male,Divorced,80000.0
763911,42,64,Female,Divorced,0.0
763953,21,79,Female,Divorced,11600.0
763953,18,55,Male,Never married or under 15 years old,29000.0
763953,35,34,Female,Married,1000.0
763953,36,20,Female,Never married or under 15 years old,19800.0
763953,21,18,Male,Never married or under 15 years old,0.0
763953,18,4,Female,Never married or under 15 years old,
764899,6,70,Female,Divorced,0.0
765308,35,75,Female,Married,0.0
765308,68,82,Male,Married,0.0
767312,71,34,Male,Married,145000.0
767312,168,40,Female,Married,55000.0
767312,83,9,Female,Never married or under 15 years old,
767312,83,7,Female,Never married or under 15 years old,
767312,111,1,Male,Never married or under 15 years old,
767450,236,41,Male,Married,40000.0
767450,153,39,Female,Married,5000.0
767450,169,10,Male,Never married or under 15 years old,
767450,169,13,Male,Never married or under 15 years old,
768081,68,37,Male,Married,75000.0
768081,67,50,Female,Married,8000.0
768081,49,12,Female,Never married or under 15 years old,
770235,87,35,Female,Married,0.0
770235,130,35,Male,Married,30000.0
770235,117,8,Male,Never married or under 15 years old,
770235,84,4,Female,Never married or under 15 years old,
770235,56,0,Male,Never married or under 15 years old,
770812,127,59,Male,Married,90000.0
770812,301,49,Female,Married,18000.0
770812,234,21,Male,Never married or under 15 years old,15000.0
770812,397,25,Male,Never married or under 15 years old,11000.0
770812,172,9,Male,Never married or under 15 years old,
770812,150,1,Female,Never married or under 15 years old,
771238,90,41,Male,Never married or under 15 years old,425000.0
771956,209,25,Male,Never married or under 15 years old,20000.0
772164,235,39,Male,Divorced,102000.0
772164,188,33,Female,Never married or under 15 years old,60000.0
772761,59,32,Male,Never married or under 15 years old,50000.0
772761,81,9,Female,Never married or under 15 years old,
772761,82,28,Female,Never married or under 15 years old,500.0
772761,104,3,Female,Never married or under 15 years old,
773639,143,36,Female,Married,80000.0
773639,136,38,Male,Married,0.0
775762,59,39,Male,Never married or under 15 years old,93000.0
776314,175,61,Female,Widowed,50000.0
776314,464,31,Female,Never married or under 15 years old,15000.0
776314,204,9,Female,Never married or under 15 years old,
780386,109,28,Female,Married,14100.0
780386,92,29,Male,Married,30000.0
780386,146,12,Male,Never married or under 15 years old,
780386,108,7,Female,Never married or under 15 years old,
780386,145,0,Male,Never married or under 15 years old,
780453,195,53,Female,Married,32000.0
780453,154,58,Male,Married,71000.0
780453,575,20,Female,Never married or under 15 years old,3000.0
781199,98,26,Male,Married,110000.0
781199,59,27,Female,Married,33700.0
781199,78,6,Male,Never married or under 15 years old,
781199,73,0,Female,Never married or under 15 years old,
781199,79,20,Male,Never married or under 15 years old,0.0
781199,92,17,Male,Never married or under 15 years old,400.0
781199,131,51,Female,Married,0.0
781345,18,86,Male,Widowed,0.0
781560,22,64,Female,Widowed,39000.0
781560,29,31,Female,Divorced,0.0
781560,20,20,Male,Never married or under 15 years old,0.0
781560,27,12,Male,Never married or under 15 years old,
781560,46,9,Female,Never married or under 15 years old,
781560,57,0,Male,Never married or under 15 years old,
782036,121,34,Female,Divorced,36000.0
782036,109,14,Male,Never married or under 15 years old,
782036,145,12,Female,Never married or under 15 years old,
783705,99,50,Female,Divorced,10300.0
783705,90,13,Male,Never married or under 15 years old,
783705,88,7,Male,Never married or under 15 years old,
784484,61,43,Female,Married,120000.0
784484,48,52,Male,Married,7500.0
784484,65,10,Female,Never married or under 15 years old,
784623,39,81,Male,Never married or under 15 years old,0.0
784623,122,54,Male,Separated,4300.0
784915,38,56,Female,Married,34000.0
784915,71,63,Male,Married,36000.0
785754,81,59,Female,Married,65000.0
785754,124,54,Male,Married,18000.0
786078,45,42,Male,Married,42000.0
786078,38,49,Female,Married,30000.0
786078,41,12,Female,Never married or under 15 years old,
786078,42,9,Female,Never married or under 15 years old,
786122,41,61,Female,Married,67000.0
786122,45,55,Male,Married,68000.0
786122,31,17,Male,Never married or under 15 years old,0.0
787267,106,23,Female,Never married or under 15 years old,22000.0
787267,137,21,Female,Never married or under 15 years old,20000.0
788453,65,69,Female,Divorced,0.0
788571,18,55,Female,Married,0.0
788571,22,60,Male,Married,30000.0
788571,32,26,Female,Never married or under 15 years old,10900.0
788571,19,20,Male,Never married or under 15 years old,26700.0
788571,36,46,Female,Never married or under 15 years old,19200.0
788724,68,36,Male,Divorced,50000.0
788724,64,13,Female,Never married or under 15 years old,
788724,65,9,Female,Never married or under 15 years old,
788724,64,7,Male,Never married or under 15 years old,
788724,66,30,Female,Never married or under 15 years old,500.0
789053,20,24,Male,Never married or under 15 years old,3500.0
789523,33,87,Female,Divorced,0.0
789754,24,51,Male,Divorced,0.0
789776,109,63,Female,Widowed,7000.0
789776,275,65,Male,Divorced,5100.0
790311,97,82,Female,Widowed,0.0
790546,67,54,Male,Married,32000.0
790546,78,29,Female,Married,18000.0
790546,107,2,Male,Never married or under 15 years old,
790744,22,74,Female,Never married or under 15 years old,0.0
790744,17,30,Male,Never married or under 15 years old,55000.0
790744,37,12,Female,Never married or under 15 years old,
790744,38,9,Female,Never married or under 15 years old,
790744,20,4,Female,Never married or under 15 years old,
790744,23,32,Female,Married,32400.0
791085,51,59,Female,Married,36000.0
791085,57,62,Male,Married,36000.0
792008,120,70,Male,Widowed,0.0
792008,136,48,Female,Married,24000.0
792008,233,47,Male,Married,10000.0
793177,131,27,Female,Married,0.0
793177,116,29,Male,Married,75000.0
793177,108,8,Female,Never married or under 15 years old,
793177,145,1,Male,Never married or under 15 years old,
793300,75,62,Male,Married,0.0
793300,71,61,Female,Married,0.0
794558,60,35,Female,Separated,27000.0
795281,82,67,Male,Never married or under 15 years old,0.0
795281,132,88,Female,Widowed,0.0
795622,13,23,Male,Never married or under 15 years old,8000.0
795622,14,25,Male,Never married or under 15 years old,0.0
796113,35,73,Female,Married,0.0
796113,30,76,Male,Married,0.0
796281,51,35,Female,Married,11000.0
796281,55,33,Male,Married,0.0
796281,68,2,Female,Never married or under 15 years old,
796281,84,1,Male,Never married or under 15 years old,
796969,203,48,Male,Divorced,15000.0
797215,140,61,Male,Married,0.0
797215,71,59,Female,Married,0.0
797990,289,55,Male,Divorced,75000.0
797990,380,57,Male,Divorced,75000.0
798210,432,68,Female,Separated,18000.0
798392,53,60,Female,Married,0.0
798392,51,61,Male,Married,52000.0
798392,70,32,Male,Divorced,40000.0
798392,48,12,Male,Never married or under 15 years old,
799259,26,38,Female,Divorced,12800.0
799259,81,14,Female,Never married or under 15 years old,
799259,82,13,Male,Never married or under 15 years old,
799565,18,59,Male,Married,35000.0
799565,19,61,Female,Married,55000.0
800684,242,47,Male,Married,60000.0
800684,252,41,Female,Married,0.0
800684,290,13,Male,Never married or under 15 years old,
800850,45,53,Female,Married,12200.0
800850,26,80,Male,Married,0.0
801124,431,24,Male,Never married or under 15 years old,100000.0
801124,823,24,Male,Never married or under 15 years old,130000.0
802527,177,33,Female,Widowed,22000.0
802527,150,31,Male,Divorced,0.0
802569,56,42,Female,Married,5200.0
802569,44,42,Male,Married,115000.0
802569,55,22,Male,Never married or under 15 years old,0.0
802569,50,18,Female,Never married or under 15 years old,8000.0
802569,41,15,Male,Never married or under 15 years old,0.0
802569,49,7,Male,Never married or under 15 years old,
802569,49,7,Male,Never married or under 15 years old,
803137,30,48,Male,Divorced,48000.0
803137,27,34,Female,Divorced,60000.0
803137,24,16,Female,Never married or under 15 years old,0.0
803137,21,16,Female,Never married or under 15 years old,0.0
806433,57,55,Male,Married,60000.0
806433,101,55,Female,Married,60000.0
807022,167,72,Female,Widowed,30000.0
807539,51,49,Male,Married,130000.0
807539,89,51,Female,Married,26000.0
807806,56,29,Female,Married,28800.0
807806,71,38,Male,Married,24000.0
807806,75,10,Female,Never married or under 15 years old,
807806,56,9,Male,Never married or under 15 years old,
808206,50,75,Female,Married,0.0
808552,117,36,Male,Never married or under 15 years old,3000.0
809515,77,63,Male,Divorced,11600.0
809694,65,35,Female,Divorced,29000.0
809694,70,14,Male,Never married or under 15 years old,
809694,95,12,Female,Never married or under 15 years old,
811321,132,69,Female,Divorced,0.0
812334,262,37,Female,Divorced,0.0
812334,495,15,Female,Never married or under 15 years old,0.0
812334,264,14,Male,Never married or under 15 years old,
812334,287,7,Female,Never married or under 15 years old,
812334,194,4,Male,Never married or under 15 years old,
813829,106,68,Female,Divorced,24000.0
814220,93,67,Male,Married,800.0
814220,105,65,Female,Married,0.0
814515,36,67,Male,Married,0.0
814515,30,65,Female,Married,0.0
815119,105,27,Male,Married,425000.0
815299,268,37,Female,Married,0.0
815299,339,50,Male,Married,67000.0
815299,144,8,Female,Never married or under 15 years old,
815299,229,19,Male,Never married or under 15 years old,0.0
815369,58,40,Female,Married,5000.0
815369,67,42,Male,Married,96000.0
815369,57,13,Male,Never married or under 15 years old,
815369,57,11,Male,Never married or under 15 years old,
816408,72,69,Female,Married,0.0
816408,97,76,Male,Married,0.0
816916,30,31,Female,Married,41000.0
816916,15,30,Male,Married,40000.0
816916,46,2,Male,Never married or under 15 years old,
817434,69,37,Male,Never married or under 15 years old,10000.0
817434,59,7,Female,Never married or under 15 years old,
817434,57,5,Female,Never married or under 15 years old,
817434,50,3,Female,Never married or under 15 years old,
817434,59,10,Female,Never married or under 15 years old,
817434,92,31,Female,Never married or under 15 years old,0.0
817618,29,44,Female,Married,3400.0
817618,24,48,Male,Married,49000.0
817618,34,22,Male,Never married or under 15 years old,9000.0
817618,41,17,Male,Never married or under 15 years old,2500.0
817618,33,14,Male,Never married or under 15 years old,
817618,34,10,Male,Never married or under 15 years old,
817618,31,8,Female,Never married or under 15 years old,
817760,36,29,Female,Married,43000.0
817760,26,35,Male,Married,90000.0
817760,21,1,Male,Never married or under 15 years old,
818020,72,84,Male,Married,0.0
818171,8,32,Male,Married,4000.0
818171,16,26,Female,Married,2000.0
818798,102,59,Male,Married,100000.0
818798,116,55,Female,Married,19200.0
819076,378,49,Male,Widowed,0.0
819847,154,60,Male,Widowed,0.0
819847,235,6,Male,Never married or under 15 years old,
819847,434,4,Female,Never married or under 15 years old,
821080,11,56,Male,Divorced,6900.0
821763,55,93,Female,Widowed,0.0
821964,75,44,Male,Married,85000.0
821964,59,52,Female,Married,0.0
822065,65,41,Male,Married,47000.0
822065,51,37,Female,Married,0.0
822065,47,12,Male,Never married or under 15 years old,
822297,162,47,Male,Married,58000.0
822297,133,42,Female,Married,58000.0
822297,158,7,Female,Never married or under 15 years old,
822783,65,59,Male,Divorced,59000.0
822875,436,35,Male,Divorced,80000.0
822875,352,15,Male,Never married or under 15 years old,0.0
822875,390,7,Male,Never married or under 15 years old,
822875,556,4,Male,Never married or under 15 years old,
822875,556,3,Male,Never married or under 15 years old,
822875,190,45,Male,Married,0.0
822875,687,25,Female,Never married or under 15 years old,0.0
822875,282,46,Female,Married,0.0
824011,202,47,Female,Divorced,31900.0
825019,129,26,Female,Never married or under 15 years old,22000.0
826337,32,47,Female,Married,44000.0
826337,23,47,Male,Married,20000.0
826337,104,20,Female,Never married or under 15 years old,5000.0
826337,27,0,Female,Never married or under 15 years old,
826486,348,58,Female,Never married or under 15 years old,0.0
826786,46,62,Female,Married,22000.0
826786,40,64,Male,Married,50000.0
826886,21,78,Female,Widowed,0.0
826886,22,34,Female,Never married or under 15 years old,0.0
826886,40,22,Female,Never married or under 15 years old,0.0
826886,24,16,Male,Never married or under 15 years old,0.0
826886,21,13,Male,Never married or under 15 years old,
826886,21,10,Male,Never married or under 15 years old,
826886,20,5,Male,Never married or under 15 years old,
826886,47,0,Male,Never married or under 15 years old,
826886,37,43,Male,Never married or under 15 years old,0.0
827576,140,68,Female,Married,21000.0
827576,136,70,Male,Married,0.0
827800,73,53,Male,Widowed,0.0
828956,47,60,Female,Divorced,23000.0
828956,34,18,Male,Never married or under 15 years old,0.0
828956,42,84,Female,Widowed,0.0
829696,25,75,Female,Widowed,0.0
829823,130,31,Male,Married,24000.0
829823,103,32,Female,Married,2700.0
829823,67,11,Female,Never married or under 15 years old,
829823,66,8,Female,Never married or under 15 years old,
829838,142,68,Female,Divorced,45000.0
829905,252,49,Female,Married,100000.0
829905,198,55,Male,Married,30000.0
829905,133,18,Male,Never married or under 15 years old,1300.0
829905,386,17,Female,Never married or under 15 years old,900.0
831026,8,40,Male,Never married or under 15 years old,0.0
831229,518,23,Male,Never married or under 15 years old,10000.0
832318,70,24,Male,Never married or under 15 years old,36600.0
832318,77,27,Male,Never married or under 15 years old,29000.0
832318,89,21,Male,Never married or under 15 years old,10500.0
832318,78,27,Male,Never married or under 15 years old,14500.0
832689,91,57,Male,Married,106000.0
832689,89,53,Female,Married,45000.0
834567,43,75,Female,Widowed,31600.0
835284,72,29,Female,Separated,32400.0
835284,97,12,Female,Never married or under 15 years old,
835284,96,8,Female,Never married or under 15 years old,
835284,97,5,Male,Never married or under 15 years old,
835284,96,0,Female,Never married or under 15 years old,
835284,72,29,Male,Never married or under 15 years old,42000.0
835508,96,47,Female,Married,26700.0
835508,89,50,Male,Married,29000.0
835522,56,19,Female,Never married or under 15 years old,1600.0
835576,38,57,Male,Married,135000.0
835576,20,56,Female,Married,0.0
836091,39,86,Female,Widowed,0.0
837049,41,31,Male,Never married or under 15 years old,38000.0
838402,73,33,Male,Married,41000.0
838402,68,29,Female,Married,0.0
838402,89,5,Male,Never married or under 15 years old,
838402,64,4,Male,Never married or under 15 years old,
838402,63,2,Female,Never married or under 15 years old,
838701,196,49,Female,Married,63000.0
838701,157,61,Male,Married,0.0
838701,145,14,Male,Never married or under 15 years old,
838701,294,81,Female,Widowed,0.0
839064,33,62,Female,Married,30000.0
839064,29,68,Male,Married,85000.0
841026,184,59,Female,Married,0.0
841026,88,59,Male,Married,81000.0
841026,114,32,Female,Never married or under 15 years old,2000.0
841026,343,11,Male,Never married or under 15 years old,
841929,58,51,Male,Married,75000.0
841929,72,50,Female,Married,0.0
841929,122,26,Male,Never married or under 15 years old,35000.0
843274,143,49,Male,Married,22000.0
843274,181,43,Female,Married,0.0
843274,146,15,Male,Never married or under 15 years old,0.0
843463,122,57,Female,Married,0.0
843463,67,63,Male,Married,6400.0
844089,115,69,Female,Divorced,0.0
845136,51,60,Male,Widowed,85000.0
845303,179,38,Male,Married,40000.0
845303,157,36,Female,Married,60000.0
845303,81,1,Female,Never married or under 15 years old,
845437,42,41,Female,Married,44000.0
845437,62,43,Male,Married,0.0
845437,55,17,Female,Never married or under 15 years old,0.0
845437,54,15,Female,Never married or under 15 years old,0.0
845895,121,49,Female,Divorced,70000.0
845895,142,68,Male,Divorced,0.0
846040,63,42,Female,Married,22000.0
846040,63,50,Male,Married,0.0
846040,87,18,Male,Never married or under 15 years old,1200.0
846040,99,12,Female,Never married or under 15 years old,
846040,97,10,Female,Never married or under 15 years old,
846322,76,44,Male,Divorced,35000.0
846403,12,76,Male,Married,0.0
846403,15,57,Female,Married,20000.0
847671,58,58,Male,Married,30000.0
847671,62,59,Female,Married,0.0
848820,51,61,Male,Married,0.0
848820,47,63,Female,Married,0.0
848820,61,37,Male,Never married or under 15 years old,12000.0
848820,59,34,Male,Never married or under 15 years old,12000.0
849649,32,19,Male,Never married or under 15 years old,0.0
850433,51,60,Male,Married,27400.0
850433,89,60,Female,Married,20000.0
850848,109,55,Female,Married,32000.0
850848,79,59,Male,Married,3000.0
851028,42,57,Male,Divorced,56000.0
851028,75,35,Male,Never married or under 15 years old,55000.0
851028,20,57,Female,Divorced,0.0
851086,56,29,Male,Married,49000.0
851086,79,27,Female,Married,2000.0
853208,10,64,Male,Divorced,125000.0
853577,86,43,Male,Divorced,6000.0
853577,64,11,Male,Never married or under 15 years old,
853797,53,65,Male,Married,0.0
853797,71,64,Female,Married,0.0
854136,93,72,Female,Widowed,4500.0
854262,87,76,Male,Married,0.0
854262,121,70,Female,Married,0.0
854470,162,46,Female,Married,40000.0
854470,186,46,Male,Married,50000.0
854470,105,8,Female,Never married or under 15 years old,
854492,172,68,Male,Married,28000.0
854492,91,75,Female,Married,0.0
854943,154,60,Male,Widowed,0.0
854943,100,21,Female,Never married or under 15 years old,3600.0
856127,313,73,Female,Married,0.0
856127,387,74,Male,Married,0.0
856154,106,18,Female,Never married or under 15 years old,6000.0
856753,104,30,Female,Never married or under 15 years old,24000.0
856753,88,10,Male,Never married or under 15 years old,
856753,88,6,Male,Never married or under 15 years old,
858094,141,57,Female,Divorced,24000.0
859162,128,51,Female,Separated,10000.0
859162,508,15,Female,Never married or under 15 years old,0.0
859312,60,49,Male,Married,34000.0
859312,48,37,Female,Married,20000.0
860049,98,80,Male,Married,0.0
860049,54,80,Female,Married,50000.0
860205,39,75,Male,Married,0.0
860205,52,72,Female,Married,21000.0
860866,45,66,Male,Never married or under 15 years old,0.0
861392,171,26,Female,Married,26000.0
861392,155,31,Male,Married,32000.0
861392,191,4,Female,Never married or under 15 years old,
861392,216,35,Female,Never married or under 15 years old,34300.0
861392,83,16,Male,Never married or under 15 years old,0.0
861392,190,16,Female,Never married or under 15 years old,0.0
861392,227,13,Female,Never married or under 15 years old,
861421,69,66,Male,Widowed,40000.0
861572,95,73,Male,Married,0.0
861572,60,72,Female,Married,0.0
861572,132,46,Male,Never married or under 15 years old,30000.0
863239,172,85,Female,Married,0.0
863456,133,43,Male,Married,45000.0
863456,122,34,Female,Married,8000.0
863456,121,14,Female,Never married or under 15 years old,
863799,28,20,Female,Never married or under 15 years old,1300.0
863799,16,23,Female,Never married or under 15 years old,0.0
863799,30,23,Female,Never married or under 15 years old,0.0
863799,90,20,Female,Never married or under 15 years old,0.0
864328,24,84,Female,Widowed,0.0
864328,20,28,Male,Never married or under 15 years old,2300.0
864328,21,3,Male,Never married or under 15 years old,
865427,35,19,Male,Never married or under 15 years old,810.0
865529,163,20,Male,Never married or under 15 years old,3000.0
865740,79,67,Male,Married,0.0
865740,103,65,Female,Married,0.0
866102,83,25,Male,Married,44000.0
866102,71,23,Female,Married,1000.0
866971,156,41,Female,Married,15000.0
866971,130,47,Male,Married,50000.0
866971,189,20,Male,Never married or under 15 years old,20000.0
867247,127,67,Male,Widowed,0.0
867415,125,49,Male,Married,59000.0
867415,212,48,Female,Married,0.0
867415,264,30,Female,Never married or under 15 years old,0.0
867675,75,60,Male,Married,62000.0
867675,94,57,Female,Married,72000.0
867675,101,12,Male,Never married or under 15 years old,
868513,92,79,Male,Married,0.0
868513,53,82,Female,Married,0.0
870440,7,84,Female,Widowed,0.0
870440,17,54,Female,Divorced,12000.0
870513,8,75,Female,Widowed,0.0
870613,337,43,Male,Married,82000.0
870613,454,34,Female,Married,38000.0
870613,408,17,Male,Never married or under 15 years old,0.0
870613,327,14,Male,Never married or under 15 years old,
870613,285,12,Female,Never married or under 15 years old,
870951,285,23,Male,Never married or under 15 years old,0.0
871501,58,83,Female,Widowed,0.0
872810,305,54,Male,Married,100000.0
872810,210,55,Female,Married,300.0
872810,300,33,Female,Divorced,30000.0
872810,202,9,Female,Never married or under 15 years old,
872810,202,8,Female,Never married or under 15 years old,
872810,202,5,Female,Never married or under 15 years old,
875419,62,68,Female,Divorced,0.0
875689,48,45,Female,Divorced,0.0
875689,102,28,Male,Married,3200.0
875689,91,18,Female,Never married or under 15 years old,10700.0
875689,65,2,Female,Never married or under 15 years old,
875689,87,34,Female,Married,25000.0
876026,85,75,Female,Married,0.0
876026,78,79,Male,Married,0.0
876120,65,19,Female,Never married or under 15 years old,1400.0
876379,71,37,Male,Married,43000.0
876379,87,36,Female,Married,45000.0
876379,56,11,Female,Never married or under 15 years old,
876379,70,8,Male,Never married or under 15 years old,
876379,56,6,Female,Never married or under 15 years old,
876379,73,4,Male,Never married or under 15 years old,
878236,139,64,Male,Married,0.0
878236,169,56,Female,Married,0.0
879088,47,36,Male,Never married or under 15 years old,23000.0
879280,89,38,Female,Married,6000.0
879280,86,43,Male,Married,52000.0
879280,65,13,Female,Never married or under 15 years old,
879280,74,11,Male,Never married or under 15 years old,
879280,65,10,Female,Never married or under 15 years old,
879280,75,7,Male,Never married or under 15 years old,
879746,138,39,Male,Married,43000.0
879746,285,41,Female,Married,0.0
879746,202,18,Male,Never married or under 15 years old,8000.0
880502,124,38,Female,Married,54000.0
880502,372,37,Male,Married,58000.0
881214,132,46,Female,Married,40000.0
881214,108,53,Male,Married,46000.0
882074,59,63,Male,Married,425000.0
882074,71,55,Female,Married,20400.0
882074,67,15,Female,Never married or under 15 years old,0.0
882501,19,55,Male,Married,66000.0
882501,46,49,Female,Married,14000.0
882501,26,12,Male,Never married or under 15 years old,
882501,18,11,Female,Never married or under 15 years old,
883339,34,74,Male,Married,0.0
883339,43,60,Female,Married,40000.0
883541,124,52,Male,Divorced,73000.0
884098,29,35,Female,Married,1600.0
884098,22,40,Male,Married,5400.0
884098,20,5,Female,Never married or under 15 years old,
884098,29,4,Male,Never married or under 15 years old,
886163,109,27,Female,Never married or under 15 years old,37000.0
886163,91,28,Male,Divorced,25000.0
886423,39,52,Female,Divorced,36000.0
886423,78,19,Male,Never married or under 15 years old,3000.0
886423,43,80,Female,Widowed,0.0
887145,21,93,Female,Widowed,0.0
887145,16,58,Male,Never married or under 15 years old,78000.0
887145,36,51,Male,Divorced,16600.0
887145,32,48,Female,Widowed,0.0
887145,32,48,Female,Divorced,16600.0
888071,23,85,Female,Divorced,0.0
889481,28,52,Male,Married,50000.0
889481,30,48,Female,Married,107000.0
889492,17,69,Male,Married,35000.0
889492,19,58,Female,Married,0.0
889496,60,29,Male,Never married or under 15 years old,48000.0
889496,68,22,Female,Never married or under 15 years old,6200.0
890191,263,60,Female,Divorced,30000.0
891095,28,26,Male,Never married or under 15 years old,0.0
891174,321,41,Female,Married,0.0
891174,355,49,Male,Married,0.0
891174,272,13,Female,Never married or under 15 years old,
891279,22,23,Male,Married,16800.0
891279,27,23,Female,Married,0.0
892114,42,51,Male,Married,98000.0
892114,40,49,Female,Married,88000.0
892114,35,17,Male,Never married or under 15 years old,2000.0
892114,36,14,Male,Never married or under 15 years old,
892114,39,12,Female,Never married or under 15 years old,
892163,28,50,Male,Married,425000.0
892163,25,47,Female,Married,0.0
892163,40,16,Female,Never married or under 15 years old,2500.0
893102,83,66,Female,Married,8400.0
893102,108,68,Male,Married,0.0
893477,80,40,Female,Married,0.0
893477,100,43,Male,Married,98000.0
893477,99,16,Female,Never married or under 15 years old,0.0
893477,98,14,Female,Never married or under 15 years old,
893477,96,9,Female,Never married or under 15 years old,
893477,98,9,Female,Never married or under 15 years old,
893477,96,6,Female,Never married or under 15 years old,
894675,33,19,Male,Never married or under 15 years old,6000.0
894985,50,40,Male,Married,65000.0
894985,73,33,Female,Married,25000.0
894985,60,16,Female,Never married or under 15 years old,1500.0
894985,59,6,Male,Never married or under 15 years old,
894985,83,3,Female,Never married or under 15 years old,
895164,62,32,Male,Divorced,0.0
895164,31,25,Female,Never married or under 15 years old,43000.0
895314,83,41,Male,Never married or under 15 years old,95000.0
895391,170,24,Male,Married,7000.0
895391,68,25,Female,Married,0.0
895391,155,1,Male,Never married or under 15 years old,
895444,35,52,Female,Married,22600.0
895444,45,53,Male,Married,85000.0
895444,33,5,Female,Never married or under 15 years old,
895444,32,4,Female,Never married or under 15 years old,
895444,27,2,Male,Never married or under 15 years old,
895444,49,54,Male,Never married or under 15 years old,26000.0
895505,78,34,Female,Married,72000.0
895505,69,33,Male,Married,70000.0
895537,22,64,Female,Divorced,68000.0
895537,23,30,Male,Never married or under 15 years old,2500.0
895616,23,77,Female,Widowed,0.0
896132,12,56,Male,Married,14000.0
896132,12,63,Female,Married,0.0
896240,52,72,Male,Married,11000.0
896240,70,68,Female,Married,16400.0
896617,71,63,Male,Married,15000.0
896617,69,56,Female,Married,55000.0
896951,52,77,Female,Widowed,0.0
899056,106,65,Male,Married,0.0
899056,116,64,Female,Married,0.0
900297,32,19,Female,Never married or under 15 years old,3000.0
901259,22,52,Female,Married,0.0
901259,19,60,Male,Married,0.0
901757,179,72,Female,Married,0.0
901757,98,73,Male,Married,0.0
901921,153,42,Male,Married,50000.0
901921,80,44,Female,Married,70000.0
902627,122,52,Female,Married,24000.0
902627,128,51,Male,Married,0.0
902627,310,19,Female,Never married or under 15 years old,0.0
902627,171,1,Male,Never married or under 15 years old,
902924,47,20,Male,Never married or under 15 years old,6500.0
903202,158,41,Female,Separated,34000.0
903202,292,18,Male,Never married or under 15 years old,13300.0
903202,471,14,Female,Never married or under 15 years old,
903202,471,11,Female,Never married or under 15 years old,
903209,166,23,Female,Never married or under 15 years old,17000.0
903298,47,21,Female,Married,0.0
903298,46,23,Male,Married,69000.0
903298,101,2,Male,Never married or under 15 years old,
903959,106,59,Female,Married,42000.0
903959,58,64,Male,Married,44000.0
904188,68,93,Male,Widowed,0.0
904589,154,65,Male,Married,13000.0
904589,117,65,Female,Married,13000.0
905896,153,63,Female,Married,0.0
905896,148,58,Male,Married,0.0
906352,73,57,Male,Married,38000.0
906352,90,55,Female,Married,45000.0
906352,86,14,Female,Never married or under 15 years old,
906991,165,33,Female,Married,60000.0
906991,214,34,Male,Married,75000.0
906991,188,13,Female,Never married or under 15 years old,
906991,188,10,Female,Never married or under 15 years old,
906991,176,8,Male,Never married or under 15 years old,
907716,55,37,Male,Married,150000.0
907716,62,32,Female,Married,10500.0
907716,60,13,Male,Never married or under 15 years old,
907716,81,11,Female,Never married or under 15 years old,
907716,81,10,Female,Never married or under 15 years old,
907716,82,9,Female,Never married or under 15 years old,
907716,61,8,Male,Never married or under 15 years old,
907716,59,7,Male,Never married or under 15 years old,
907716,61,5,Male,Never married or under 15 years old,
907716,81,4,Male,Never married or under 15 years old,
908627,74,41,Male,Married,0.0
908627,49,38,Female,Married,180.0
908627,55,10,Female,Never married or under 15 years old,
909428,194,47,Male,Married,95000.0
909428,254,45,Female,Married,45000.0
909428,560,18,Male,Never married or under 15 years old,36000.0
909790,65,33,Male,Married,55000.0
909790,68,29,Female,Married,35000.0
911250,129,39,Female,Divorced,49000.0
911250,157,9,Female,Never married or under 15 years old,
911250,152,8,Male,Never married or under 15 years old,
911250,163,38,Male,Divorced,37000.0
911345,56,61,Female,Widowed,68000.0
911602,12,63,Female,Divorced,15100.0
911675,21,46,Male,Married,60000.0
911675,22,45,Female,Married,20000.0
911675,17,16,Male,Never married or under 15 years old,500.0
911675,19,13,Male,Never married or under 15 years old,
911731,109,44,Female,Never married or under 15 years old,50000.0
911952,153,35,Female,Never married or under 15 years old,70000.0
913853,17,64,Male,Married,124000.0
913853,19,59,Female,Married,0.0
913853,13,13,Female,Never married or under 15 years old,
913853,19,9,Male,Never married or under 15 years old,
913853,18,8,Male,Never married or under 15 years old,
913853,19,5,Male,Never married or under 15 years old,
914024,154,83,Female,Widowed,0.0
915241,88,63,Male,Married,0.0
915241,43,61,Female,Married,0.0
915393,62,59,Male,Divorced,95000.0
915393,58,28,Male,Divorced,70000.0
915422,276,50,Female,Married,0.0
