SERIALNO,PWGTP,age,gender,marriage_status,income
423477,516,52,Female,Married,25000.0
423477,349,18,Male,Never married or under 15 years old,0.0
424049,91,43,Male,Never married or under 15 years old,13200.0
424385,21,83,Male,Widowed,0.0
424987,36,73,Male,Married,0.0
424987,42,66,Female,Married,0.0
425082,53,70,Female,Divorced,0.0
425111,5,53,Male,Married,30000.0
425324,117,52,Female,Divorced,36000.0
426001,9,66,Male,Divorced,0.0
426293,63,65,Female,Married,0.0
426293,52,66,Male,Married,0.0
428561,69,61,Male,Married,60000.0
428561,74,55,Female,Married,10000.0
428973,103,43,Female,Married,51000.0
428973,74,44,Male,Married,90000.0
428973,162,18,Female,Never married or under 15 years old,12000.0
428973,196,15,Female,Never married or under 15 years old,0.0
429408,76,81,Male,Married,0.0
429408,91,81,Female,Married,0.0
431045,26,26,Female,Never married or under 15 years old,22000.0
431045,31,29,Female,Never married or under 15 years old,22000.0
431773,43,35,Male,Divorced,5400.0
431773,56,7,Male,Never married or under 15 years old,
431773,55,5,Male,Never married or under 15 years old,
431773,46,79,Male,Divorced,0.0
432235,52,67,Male,Married,67000.0
432235,57,62,Female,Married,25000.0
432343,66,50,Male,Never married or under 15 years old,110000.0
432343,84,61,Male,Divorced,60000.0
433841,174,61,Female,Widowed,0.0
434005,38,44,Male,Divorced,93000.0
434005,40,18,Female,Never married or under 15 years old,25000.0
436008,201,81,Female,Widowed,0.0
436117,175,80,Male,Married,16000.0
436117,152,68,Female,Married,0.0
436222,40,19,Male,Never married or under 15 years old,7000.0
437343,104,72,Male,Divorced,0.0
438359,56,34,Male,Married,40000.0
438359,61,34,Female,Married,10500.0
438359,60,6,Male,Never married or under 15 years old,
438359,84,3,Male,Never married or under 15 years old,
438568,186,23,Male,Never married or under 15 years old,40000.0
439521,57,41,Male,Divorced,0.0
440020,80,49,Male,Divorced,48600.0
440187,54,32,Male,Never married or under 15 years old,25000.0
440205,45,84,Female,Widowed,0.0
441049,61,45,Female,Married,0.0
441049,58,45,Male,Married,75000.0
441388,21,58,Female,Widowed,18000.0
441388,19,30,Male,Never married or under 15 years old,1400.0
441388,17,24,Male,Separated,26700.0
441388,8,19,Male,Never married or under 15 years old,15000.0
441388,44,18,Female,Never married or under 15 years old,0.0
441388,52,1,Male,Never married or under 15 years old,
441877,94,75,Male,Married,0.0
441877,106,66,Male,Married,27000.0
442719,101,59,Male,Married,43800.0
442719,126,63,Female,Married,0.0
442996,45,82,Male,Married,0.0
442996,47,82,Female,Married,0.0
443059,70,20,Male,Never married or under 15 years old,0.0
443523,58,55,Male,Married,0.0
443523,40,47,Female,Married,19000.0
443523,108,29,Male,Never married or under 15 years old,0.0
443523,96,28,Female,Married,0.0
443523,107,26,Male,Married,0.0
444746,92,63,Male,Married,0.0
444746,105,64,Female,Married,8000.0
445106,340,61,Male,Never married or under 15 years old,24000.0
445106,488,37,Female,Never married or under 15 years old,24000.0
445106,189,15,Male,Never married or under 15 years old,0.0
445106,384,12,Male,Never married or under 15 years old,
445337,63,33,Female,Married,11000.0
445337,48,35,Male,Married,28000.0
445337,42,13,Female,Never married or under 15 years old,
445337,44,10,Female,Never married or under 15 years old,
446732,385,61,Female,Married,2500.0
446732,343,61,Male,Married,85000.0
448021,90,64,Female,Married,0.0
448021,61,67,Male,Married,22000.0
448142,50,65,Male,Married,45000.0
448142,75,62,Female,Married,20000.0
448713,16,62,Female,Married,0.0
448713,18,63,Male,Married,0.0
449294,19,40,Male,Never married or under 15 years old,0.0
449421,56,66,Male,Widowed,92000.0
450221,19,72,Male,Divorced,0.0
450339,399,50,Male,Divorced,42000.0
450450,32,77,Male,Married,0.0
450450,32,76,Female,Married,0.0
450531,53,80,Male,Married,0.0
450531,54,67,Female,Married,132000.0
450716,49,54,Male,Married,425000.0
450716,40,54,Female,Married,23900.0
450716,134,22,Female,Never married or under 15 years old,0.0
450716,80,21,Male,Never married or under 15 years old,15000.0
451701,81,62,Male,Married,75000.0
451701,121,63,Female,Married,360.0
451701,141,20,Male,Never married or under 15 years old,3300.0
451701,47,15,Male,Never married or under 15 years old,0.0
452174,30,53,Female,Married,32000.0
452174,22,59,Male,Married,2000.0
452224,498,38,Male,Never married or under 15 years old,30000.0
452224,716,55,Male,Divorced,5000.0
452224,528,34,Male,Never married or under 15 years old,74000.0
452330,40,65,Male,Married,0.0
452330,46,56,Female,Married,25000.0
452330,114,27,Male,Never married or under 15 years old,1500.0
454084,110,77,Male,Married,0.0
454084,79,72,Female,Married,0.0
454092,42,93,Female,Widowed,0.0
454346,46,60,Male,Married,55000.0
454346,25,56,Female,Married,35000.0
454485,57,74,Male,Married,44000.0
454485,80,70,Female,Married,0.0
454793,122,75,Female,Widowed,0.0
454934,31,89,Male,Widowed,0.0
454985,127,58,Female,Married,60000.0
454985,70,60,Male,Married,60000.0
457459,111,19,Female,Never married or under 15 years old,0.0
457583,14,44,Male,Married,68000.0
457583,12,35,Female,Married,60000.0
457653,110,86,Male,Married,1000.0
457653,123,73,Female,Married,0.0
458279,52,54,Male,Married,12500.0
458279,34,46,Female,Married,30000.0
458326,55,48,Female,Married,425000.0
458326,85,49,Male,Married,425000.0
458326,94,14,Female,Never married or under 15 years old,
458603,151,39,Male,Married,96000.0
458603,120,30,Female,Married,0.0
458603,119,8,Male,Never married or under 15 years old,
458603,158,6,Female,Never married or under 15 years old,
458603,161,2,Male,Never married or under 15 years old,
458849,74,33,Female,Married,36000.0
458849,93,0,Male,Never married or under 15 years old,
459706,50,55,Female,Divorced,0.0
460098,97,28,Female,Married,41000.0
460098,70,25,Male,Married,43000.0
460427,47,56,Male,Married,0.0
460427,59,54,Female,Married,19000.0
461009,104,58,Male,Married,0.0
461009,98,56,Female,Married,0.0
461035,103,70,Male,Married,0.0
461035,114,63,Female,Married,20000.0
461306,21,83,Male,Widowed,0.0
461665,13,27,Male,Married,425000.0
462128,39,67,Female,Divorced,0.0
462128,48,64,Male,Divorced,16600.0
462609,206,33,Female,Married,0.0
462609,199,33,Male,Married,70000.0
462609,202,9,Female,Never married or under 15 years old,
462609,257,7,Male,Never married or under 15 years old,
462609,257,5,Male,Never married or under 15 years old,
462609,136,1,Female,Never married or under 15 years old,
462818,77,25,Male,Married,39000.0
462818,73,28,Female,Married,46000.0
463144,43,36,Male,Married,0.0
463144,32,36,Female,Married,145000.0
463144,35,5,Female,Never married or under 15 years old,
463144,36,2,Female,Never married or under 15 years old,
463422,159,57,Female,Married,0.0
463422,89,60,Male,Married,80000.0
463422,136,35,Female,Never married or under 15 years old,65000.0
463801,108,50,Female,Married,2400.0
463801,137,17,Male,Never married or under 15 years old,2500.0
463801,97,31,Male,Never married or under 15 years old,32400.0
464054,57,74,Female,Widowed,0.0
464159,341,37,Male,Married,96000.0
464159,225,32,Female,Married,21400.0
464325,129,23,Female,Never married or under 15 years old,7400.0
464325,63,27,Male,Never married or under 15 years old,23000.0
464390,123,58,Female,Never married or under 15 years old,25000.0
465062,5,21,Male,Never married or under 15 years old,0.0
465068,74,49,Female,Divorced,40000.0
465189,284,36,Male,Never married or under 15 years old,20000.0
465371,61,62,Male,Married,72000.0
465371,57,59,Female,Married,12000.0
465470,94,80,Male,Divorced,0.0
465827,96,23,Female,Married,6000.0
465827,62,24,Male,Married,60000.0
466958,57,27,Male,Never married or under 15 years old,0.0
467526,55,58,Male,Married,31000.0
467526,98,55,Female,Married,5000.0
467847,102,61,Male,Widowed,0.0
469189,85,78,Female,Married,0.0
469189,80,80,Male,Married,0.0
470767,36,28,Male,Married,100000.0
471032,56,58,Male,Married,70000.0
471032,60,62,Female,Married,80000.0
471173,50,31,Male,Divorced,80000.0
471470,280,54,Female,Never married or under 15 years old,30000.0
471556,54,77,Male,Married,0.0
471556,46,73,Female,Married,0.0
471574,117,39,Male,Married,100000.0
471574,96,35,Female,Married,55000.0
471574,117,15,Female,Never married or under 15 years old,0.0
471574,106,4,Female,Never married or under 15 years old,
472930,72,78,Male,Married,0.0
472930,75,79,Female,Married,0.0
475057,147,30,Female,Divorced,0.0
475057,141,7,Male,Never married or under 15 years old,
475057,193,1,Male,Never married or under 15 years old,
475057,188,10,Female,Never married or under 15 years old,
475057,128,33,Male,Never married or under 15 years old,19000.0
476732,78,81,Male,Married,0.0
476732,80,81,Female,Married,8000.0
476927,4,15,Male,Never married or under 15 years old,0.0
478662,142,41,Female,Married,0.0
478662,180,40,Male,Married,70000.0
478662,175,15,Female,Never married or under 15 years old,0.0
478662,166,11,Male,Never married or under 15 years old,
478662,173,9,Female,Never married or under 15 years old,
478662,167,7,Male,Never married or under 15 years old,
479424,140,50,Female,Married,0.0
479424,241,56,Male,Married,85000.0
479424,229,13,Male,Never married or under 15 years old,
479424,267,11,Female,Never married or under 15 years old,
479424,267,9,Female,Never married or under 15 years old,
480725,51,42,Female,Married,4800.0
480725,56,46,Male,Married,70000.0
480725,62,18,Male,Never married or under 15 years old,1000.0
480725,43,13,Female,Never married or under 15 years old,
480725,43,6,Female,Never married or under 15 years old,
480976,60,83,Female,Widowed,0.0
481970,66,34,Female,Married,35000.0
481970,98,36,Male,Married,85000.0
482303,228,62,Male,Married,20100.0
482636,15,63,Male,Married,0.0
482636,13,58,Female,Married,28100.0
483161,55,73,Male,Married,0.0
483161,60,62,Female,Married,25000.0
484298,32,48,Female,Never married or under 15 years old,48000.0
484298,104,21,Female,Never married or under 15 years old,3200.0
484298,50,16,Female,Never married or under 15 years old,0.0
484329,246,33,Female,Married,0.0
484329,297,39,Male,Married,36000.0
484329,571,8,Female,Never married or under 15 years old,
486169,62,40,Female,Married,0.0
486169,91,41,Male,Married,43000.0
486169,71,8,Male,Never married or under 15 years old,
486169,70,6,Male,Never married or under 15 years old,
486201,250,30,Male,Married,92000.0
486201,198,31,Female,Married,11000.0
486201,164,6,Male,Never married or under 15 years old,
486201,183,2,Male,Never married or under 15 years old,
486201,183,2,Male,Never married or under 15 years old,
486201,164,13,Male,Never married or under 15 years old,
486201,164,10,Male,Never married or under 15 years old,
486444,64,60,Female,Married,0.0
486444,71,67,Male,Married,11700.0
487778,48,55,Male,Married,45000.0
487778,61,50,Female,Married,35000.0
489291,183,35,Female,Married,0.0
489291,221,37,Male,Married,22000.0
489291,204,11,Male,Never married or under 15 years old,
489291,204,9,Male,Never married or under 15 years old,
489291,202,6,Male,Never married or under 15 years old,
489661,102,53,Female,Never married or under 15 years old,14300.0
489822,69,39,Female,Married,10000.0
489822,53,39,Male,Married,0.0
489822,47,13,Female,Never married or under 15 years old,
489822,61,10,Male,Never married or under 15 years old,
489993,28,84,Female,Widowed,0.0
490750,75,26,Male,Never married or under 15 years old,67000.0
490827,62,80,Female,Widowed,0.0
491329,141,67,Female,Widowed,0.0
492042,27,46,Female,Married,1500.0
492042,40,7,Male,Never married or under 15 years old,
492439,33,53,Male,Married,38000.0
492439,87,53,Female,Married,64000.0
492630,21,76,Female,Married,0.0
492630,18,81,Male,Married,0.0
492733,58,68,Female,Divorced,0.0
492767,81,62,Male,Married,68000.0
492767,46,49,Female,Married,14000.0
492767,57,15,Male,Never married or under 15 years old,0.0
495495,57,30,Female,Married,7000.0
495495,54,30,Male,Married,32000.0
495495,54,4,Female,Never married or under 15 years old,
495495,129,1,Male,Never married or under 15 years old,
495580,32,62,Male,Divorced,32000.0
496484,279,55,Male,Widowed,120000.0
496718,85,35,Male,Married,55000.0
496718,83,32,Female,Married,0.0
496718,82,9,Female,Never married or under 15 years old,
496718,80,7,Male,Never married or under 15 years old,
496718,64,2,Male,Never married or under 15 years old,
497109,154,55,Female,Divorced,0.0
497109,150,33,Female,Separated,0.0
497109,142,21,Male,Married,10500.0
497109,111,1,Female,Never married or under 15 years old,
497724,188,21,Male,Never married or under 15 years old,80000.0
498315,38,27,Male,Married,15000.0
498315,42,27,Female,Married,56000.0
499465,30,62,Male,Married,0.0
499465,26,59,Female,Married,0.0
500046,69,55,Female,Married,310.0
500046,53,61,Male,Married,0.0
500535,129,57,Male,Never married or under 15 years old,0.0
500831,63,47,Female,Married,100000.0
500831,66,49,Female,Married,0.0
501032,52,60,Male,Married,120000.0
501032,53,61,Female,Married,60000.0
501638,67,33,Male,Never married or under 15 years old,0.0
501705,119,42,Male,Married,61000.0
501705,77,38,Female,Married,82000.0
501931,81,89,Male,Married,12000.0
501931,110,83,Female,Married,9500.0
502998,83,59,Male,Married,27000.0
502998,79,64,Female,Married,0.0
503465,44,47,Female,Married,90000.0
503465,45,53,Male,Married,90000.0
503501,219,30,Male,Divorced,60000.0
503501,94,12,Male,Never married or under 15 years old,
503501,94,8,Male,Never married or under 15 years old,
503501,182,24,Female,Never married or under 15 years old,6500.0
504418,13,39,Male,Married,70000.0
504418,16,40,Female,Married,35000.0
504418,13,17,Female,Never married or under 15 years old,4000.0
504418,14,16,Female,Never married or under 15 years old,0.0
507132,53,55,Female,Divorced,11000.0
507132,36,18,Female,Never married or under 15 years old,4000.0
507412,46,25,Female,Never married or under 15 years old,45000.0
509395,92,62,Male,Married,28000.0
509395,46,55,Female,Married,0.0
509541,65,30,Male,Married,95000.0
509541,62,42,Female,Married,75000.0
509541,96,3,Male,Never married or under 15 years old,
510440,135,47,Male,Married,48000.0
510440,66,47,Female,Married,51000.0
511108,155,53,Male,Married,18500.0
511108,144,53,Female,Married,26800.0
512048,94,41,Female,Never married or under 15 years old,0.0
512048,275,13,Female,Never married or under 15 years old,
513671,319,59,Female,Divorced,17800.0
513698,15,79,Female,Widowed,0.0
514526,800,26,Female,Never married or under 15 years old,7300.0
515353,196,60,Female,Divorced,0.0
515392,57,67,Female,Married,0.0
515392,93,66,Male,Married,0.0
515998,20,57,Female,Married,20000.0
516724,135,25,Female,Never married or under 15 years old,20400.0
516724,246,3,Male,Never married or under 15 years old,
517004,107,67,Male,Married,4700.0
517004,126,66,Female,Married,23500.0
517620,52,60,Female,Married,45000.0
517620,38,66,Male,Married,0.0
517739,173,43,Male,Married,42000.0
517739,137,48,Female,Married,94000.0
517739,142,17,Female,Never married or under 15 years old,0.0
517739,124,10,Male,Never married or under 15 years old,
518709,120,50,Male,Married,55000.0
518709,94,43,Female,Married,36000.0
518709,102,15,Male,Never married or under 15 years old,0.0
518709,105,10,Male,Never married or under 15 years old,
519677,74,64,Male,Separated,0.0
519972,605,43,Female,Married,30500.0
519972,593,37,Male,Married,22000.0
519972,598,9,Male,Never married or under 15 years old,
520574,12,64,Female,Married,97000.0
520574,14,64,Male,Married,0.0
520913,228,24,Male,Married,102000.0
520913,410,23,Female,Married,25000.0
520913,256,1,Male,Never married or under 15 years old,
521516,78,35,Male,Divorced,20000.0
521516,99,38,Female,Divorced,28000.0
521880,93,63,Female,Divorced,38900.0
522049,23,65,Female,Married,0.0
522049,21,73,Male,Married,17300.0
522049,24,16,Female,Never married or under 15 years old,0.0
522049,38,12,Female,Never married or under 15 years old,
522049,38,10,Female,Never married or under 15 years old,
522049,37,9,Female,Never married or under 15 years old,
522049,36,8,Female,Never married or under 15 years old,
522325,151,89,Female,Widowed,0.0
523314,139,61,Female,Married,0.0
523314,84,68,Male,Married,0.0
523968,77,48,Female,Divorced,52000.0
523968,80,22,Female,Never married or under 15 years old,43000.0
523968,88,46,Male,Never married or under 15 years old,18000.0
524861,134,39,Female,Divorced,65000.0
524861,64,5,Female,Never married or under 15 years old,
524889,10,93,Female,Widowed,0.0
525069,174,50,Female,Married,36000.0
525069,140,60,Male,Married,56000.0
525609,51,64,Male,Married,0.0
525609,52,60,Female,Married,19000.0
526845,38,58,Female,Married,0.0
526845,43,61,Male,Married,0.0
527563,138,43,Male,Married,96000.0
527563,120,40,Female,Married,28000.0
527563,80,2,Male,Never married or under 15 years old,
529440,110,30,Female,Never married or under 15 years old,0.0
529697,236,43,Male,Married,68000.0
529697,160,40,Female,Married,15000.0
529697,91,16,Male,Never married or under 15 years old,0.0
529697,185,12,Male,Never married or under 15 years old,
530023,96,38,Male,Never married or under 15 years old,70000.0
530023,152,0,Male,Never married or under 15 years old,
530023,181,27,Male,Never married or under 15 years old,85000.0
530023,286,24,Female,Never married or under 15 years old,27000.0
530023,93,5,Female,Never married or under 15 years old,
530098,69,59,Male,Divorced,0.0
530238,56,25,Female,Never married or under 15 years old,42900.0
530968,176,76,Female,Widowed,5000.0
531788,73,65,Male,Married,0.0
531788,85,59,Female,Married,0.0
532378,130,64,Female,Widowed,30000.0
532457,122,27,Female,Never married or under 15 years old,13000.0
532457,154,35,Male,Never married or under 15 years old,42000.0
533152,97,19,Male,Never married or under 15 years old,0.0
533789,108,75,Female,Widowed,0.0
534432,100,51,Female,Married,6500.0
534432,239,52,Male,Married,30000.0
534432,214,14,Female,Never married or under 15 years old,
534432,207,10,Male,Never married or under 15 years old,
534978,102,55,Male,Married,0.0
534978,34,48,Female,Married,35000.0
535648,59,17,Male,Never married or under 15 years old,0.0
536013,66,63,Male,Divorced,56000.0
537163,23,70,Male,Married,40000.0
537163,32,67,Female,Married,44000.0
537926,57,41,Female,Married,50000.0
537926,51,43,Male,Married,60000.0
537926,49,5,Male,Never married or under 15 years old,
537926,51,4,Male,Never married or under 15 years old,
538213,46,64,Male,Married,0.0
538213,82,63,Female,Married,24000.0
538481,22,51,Male,Married,26000.0
538481,64,50,Female,Married,0.0
538481,33,69,Female,Widowed,0.0
538681,41,22,Male,Never married or under 15 years old,12000.0
538681,35,58,Female,Married,45000.0
538681,32,58,Male,Married,15000.0
539152,364,32,Female,Married,29000.0
539152,325,33,Male,Married,30000.0
539208,38,36,Male,Never married or under 15 years old,0.0
539698,34,67,Male,Married,0.0
539698,20,70,Female,Married,0.0
542000,189,20,Female,Married,4000.0
542000,83,20,Male,Married,40000.0
542000,55,1,Male,Never married or under 15 years old,
542009,63,43,Male,Married,101000.0
542009,77,46,Female,Married,15000.0
542009,61,14,Male,Never married or under 15 years old,
542009,61,13,Male,Never married or under 15 years old,
542009,61,11,Male,Never married or under 15 years old,
542009,92,72,Female,Widowed,0.0
542814,54,37,Female,Married,800.0
542814,44,40,Male,Married,48000.0
542814,43,13,Male,Never married or under 15 years old,
542814,43,10,Male,Never married or under 15 years old,
543685,61,42,Male,Married,100000.0
543685,40,39,Female,Married,0.0
543685,43,14,Male,Never married or under 15 years old,
543685,47,10,Female,Never married or under 15 years old,
544144,111,74,Male,Married,6300.0
544144,121,70,Female,Married,0.0
544576,30,87,Male,Widowed,0.0
545416,247,49,Male,Married,81000.0
545416,269,35,Female,Married,24500.0
545416,135,5,Female,Never married or under 15 years old,
545416,139,1,Female,Never married or under 15 years old,
548077,27,75,Female,Divorced,0.0
548718,343,57,Female,Divorced,0.0
548741,101,47,Female,Divorced,70000.0
549583,107,31,Female,Married,23000.0
549583,131,37,Male,Married,60000.0
549583,137,11,Female,Never married or under 15 years old,
549746,85,51,Female,Married,0.0
549746,76,56,Male,Married,100000.0
549746,146,24,Female,Never married or under 15 years old,0.0
549746,108,22,Male,Never married or under 15 years old,2400.0
549746,215,18,Female,Never married or under 15 years old,1300.0
549746,88,16,Female,Never married or under 15 years old,510.0
550489,50,85,Female,Widowed,0.0
550655,93,65,Male,Married,33000.0
550655,106,64,Female,Married,2000.0
550822,167,83,Male,Married,0.0
550822,151,73,Female,Married,0.0
551422,90,62,Male,Married,95000.0
551422,44,58,Female,Married,0.0
552253,129,68,Male,Married,15000.0
552253,109,69,Female,Married,0.0
552742,63,75,Female,Widowed,390.0
552901,93,57,Female,Divorced,55000.0
552915,254,34,Male,Separated,51000.0
553092,81,70,Female,Divorced,0.0
553741,58,75,Female,Married,0.0
553794,30,48,Female,Married,0.0
553794,52,47,Male,Married,6700.0
554419,41,37,Female,Never married or under 15 years old,12000.0
554727,29,56,Male,Divorced,59000.0
555252,36,68,Male,Divorced,0.0
555479,42,70,Female,Widowed,0.0
555909,79,64,Female,Married,124000.0
555909,78,61,Male,Married,96000.0
557443,163,32,Male,Married,36000.0
557443,188,26,Female,Married,27000.0
558447,100,63,Male,Married,50000.0
558447,49,62,Female,Married,30000.0
559908,74,55,Female,Married,54000.0
559908,70,67,Male,Married,0.0
560097,101,32,Female,Married,31700.0
560097,71,31,Male,Married,63000.0
560097,57,2,Male,Never married or under 15 years old,
560256,317,53,Male,Married,35000.0
560256,170,36,Female,Married,20500.0
560526,11,38,Female,Married,9700.0
560526,8,35,Male,Married,30500.0
560526,10,17,Female,Never married or under 15 years old,200.0
560526,9,9,Male,Never married or under 15 years old,
560526,6,7,Female,Never married or under 15 years old,
560526,8,25,Male,Divorced,45000.0
561340,54,71,Female,Divorced,21700.0
561362,108,61,Female,Married,2500.0
561362,115,63,Male,Married,0.0
561381,97,78,Male,Married,3000.0
561381,111,84,Female,Married,0.0
562106,16,28,Male,Never married or under 15 years old,70000.0
562106,14,0,Female,Never married or under 15 years old,
562106,9,27,Female,Never married or under 15 years old,17000.0
562227,143,26,Female,Never married or under 15 years old,22000.0
562227,149,93,Female,Widowed,0.0
562284,58,25,Female,Married,10300.0
562284,89,26,Male,Married,75000.0
562409,45,59,Female,Divorced,10000.0
562409,49,63,Male,Divorced,0.0
562872,155,63,Female,Divorced,30000.0
562954,97,45,Female,Married,40300.0
562954,77,58,Male,Married,63000.0
563075,36,58,Male,Divorced,13500.0
563075,59,42,Female,Married,670.0
563183,110,25,Male,Never married or under 15 years old,15000.0
563183,199,24,Female,Never married or under 15 years old,27000.0
563183,198,24,Female,Never married or under 15 years old,17000.0
563240,72,24,Male,Married,60000.0
563240,121,21,Female,Married,35000.0
565130,67,31,Male,Married,42000.0
565130,66,27,Female,Married,29500.0
565470,93,41,Male,Never married or under 15 years old,150000.0
566568,68,63,Female,Married,13800.0
566568,71,64,Male,Married,42000.0
568112,85,53,Female,Married,24000.0
568112,117,64,Male,Married,43000.0
568112,87,15,Female,Never married or under 15 years old,0.0
568286,14,71,Male,Married,0.0
568286,18,67,Female,Married,0.0
568286,68,41,Female,Never married or under 15 years old,20000.0
568286,87,38,Male,Never married or under 15 years old,63000.0
568286,25,14,Male,Never married or under 15 years old,
568771,140,30,Male,Never married or under 15 years old,22000.0
568771,194,22,Male,Never married or under 15 years old,0.0
568771,164,33,Female,Never married or under 15 years old,29500.0
569247,105,57,Male,Married,123000.0
569247,64,50,Female,Married,0.0
569647,89,63,Male,Divorced,29000.0
569647,74,18,Male,Never married or under 15 years old,1600.0
570896,37,53,Female,Married,0.0
570896,43,47,Male,Married,50000.0
570896,26,18,Male,Never married or under 15 years old,0.0
570896,32,14,Male,Never married or under 15 years old,
570896,25,12,Female,Never married or under 15 years old,
570940,53,32,Female,Married,45000.0
570940,72,36,Male,Married,51000.0
570979,111,53,Female,Separated,19200.0
570979,88,58,Male,Widowed,7100.0
571120,6,75,Female,Married,0.0
571563,48,43,Female,Married,48000.0
571563,39,41,Male,Married,75000.0
571563,34,15,Male,Never married or under 15 years old,0.0
571563,42,13,Male,Never married or under 15 years old,
571563,43,12,Male,Never married or under 15 years old,
571563,43,11,Male,Never married or under 15 years old,
572112,47,58,Male,Married,22000.0
572112,58,62,Female,Married,8000.0
574509,32,84,Male,Widowed,0.0
575547,359,56,Male,Divorced,25000.0
575574,42,38,Male,Married,18000.0
575574,19,29,Female,Married,11000.0
575574,30,8,Female,Never married or under 15 years old,
575574,24,2,Female,Never married or under 15 years old,
575663,82,19,Male,Never married or under 15 years old,1900.0
575760,164,40,Female,Divorced,0.0
575760,86,15,Male,Never married or under 15 years old,0.0
575760,275,18,Female,Never married or under 15 years old,0.0
576254,25,21,Male,Never married or under 15 years old,50000.0
576254,39,26,Female,Never married or under 15 years old,29100.0
576331,25,54,Male,Married,48000.0
576331,71,54,Female,Married,34000.0
577213,62,27,Female,Never married or under 15 years old,14000.0
577213,117,27,Female,Never married or under 15 years old,34000.0
577744,12,52,Male,Divorced,0.0
577790,97,56,Male,Married,90000.0
577790,217,54,Female,Married,0.0
577790,286,15,Male,Never married or under 15 years old,0.0
579390,53,31,Male,Married,32000.0
579390,49,31,Female,Married,0.0
579390,94,5,Male,Never married or under 15 years old,
579390,94,2,Male,Never married or under 15 years old,
579466,100,35,Female,Divorced,74000.0
579466,127,39,Male,Never married or under 15 years old,63000.0
579628,75,26,Female,Never married or under 15 years old,23600.0
579657,55,54,Male,Widowed,50000.0
581227,96,52,Female,Married,33600.0
581227,97,49,Male,Married,35000.0
581278,193,66,Male,Divorced,40000.0
581332,59,53,Female,Married,40000.0
581332,54,52,Male,Married,425000.0
581332,52,17,Female,Never married or under 15 years old,110.0
581348,148,49,Male,Never married or under 15 years old,27000.0
581824,53,78,Female,Widowed,0.0
582566,52,83,Female,Widowed,0.0
582566,54,1,Male,Never married or under 15 years old,
582569,7,78,Male,Divorced,0.0
582631,176,32,Male,Married,102000.0
582631,203,28,Female,Married,15100.0
582631,284,7,Male,Never married or under 15 years old,
582631,207,5,Female,Never married or under 15 years old,
583239,68,42,Female,Married,15000.0
583239,48,52,Male,Married,32000.0
583239,67,3,Male,Never married or under 15 years old,
583764,138,37,Male,Married,60000.0
583764,169,36,Female,Married,0.0
583764,72,2,Female,Never married or under 15 years old,
583771,14,61,Female,Married,37000.0
583771,11,65,Male,Married,0.0
583771,25,32,Male,Never married or under 15 years old,0.0
584150,41,68,Female,Married,1300.0
584150,96,68,Male,Married,49200.0
585844,56,52,Male,Married,62000.0
585844,69,52,Female,Married,9000.0
585950,74,85,Male,Married,55000.0
585950,90,71,Female,Married,18800.0
585976,35,25,Female,Married,0.0
585976,20,26,Male,Married,0.0
585976,41,6,Female,Never married or under 15 years old,
585976,22,3,Female,Never married or under 15 years old,
585976,53,2,Male,Never married or under 15 years old,
585976,51,0,Male,Never married or under 15 years old,
587880,9,64,Female,Married,13300.0
587880,19,64,Male,Married,45000.0
588080,99,31,Male,Married,74000.0
588080,44,28,Female,Married,0.0
588080,56,4,Female,Never married or under 15 years old,
588080,56,1,Female,Never married or under 15 years old,
588080,63,0,Male,Never married or under 15 years old,
588317,131,68,Female,Married,0.0
588317,125,68,Male,Married,0.0
588619,42,70,Female,Married,0.0
588619,44,70,Male,Married,37000.0
588619,82,43,Female,Married,25000.0
588619,54,9,Female,Never married or under 15 years old,
589894,241,47,Male,Married,70000.0
589894,226,44,Female,Married,33000.0
589894,225,10,Male,Never married or under 15 years old,
592472,18,60,Female,Married,20000.0
592472,25,60,Male,Married,0.0
593246,108,64,Female,Divorced,18300.0
593580,56,69,Female,Married,0.0
593580,87,69,Male,Married,0.0
593580,128,44,Male,Married,425000.0
593580,92,10,Female,Never married or under 15 years old,
593580,69,5,Male,Never married or under 15 years old,
593580,95,39,Female,Married,0.0
594266,88,22,Female,Married,19200.0
594266,84,26,Male,Married,64000.0
594266,86,5,Male,Never married or under 15 years old,
594545,64,74,Female,Married,0.0
594545,51,75,Male,Married,0.0
595622,67,25,Male,Separated,30000.0
596190,84,63,Female,Married,0.0
596190,171,67,Male,Married,40200.0
597092,188,41,Male,Divorced,30000.0
597092,144,13,Male,Never married or under 15 years old,
597092,160,44,Female,Separated,42000.0
597719,7,59,Female,Divorced,3500.0
598574,104,66,Male,Married,2400.0
598575,9,89,Female,Widowed,0.0
599420,68,30,Male,Married,81000.0
599420,94,25,Female,Married,0.0
599420,118,4,Female,Never married or under 15 years old,
599420,73,0,Male,Never married or under 15 years old,
599675,11,72,Male,Married,0.0
600049,88,70,Male,Married,0.0
600049,86,68,Female,Married,0.0
600049,114,6,Female,Never married or under 15 years old,
600195,53,75,Male,Widowed,0.0
600549,62,48,Male,Married,58000.0
600549,63,47,Female,Married,54000.0
600549,56,14,Male,Never married or under 15 years old,
600549,56,11,Male,Never married or under 15 years old,
600549,158,19,Female,Never married or under 15 years old,9000.0
601404,11,67,Male,Married,40000.0
601404,15,61,Female,Married,0.0
601720,97,36,Female,Married,39700.0
601720,122,38,Male,Married,50000.0
601720,118,8,Female,Never married or under 15 years old,
